cycle_no,project,id,xp,proj_hours,proj_comp,proj_qual,lrn_supp,cult_cont,team_play,health_culture,health_team_play,health_technical,challenge,project_contrib,expected_contrib,contrib_gap,est_accuracy,est_bias
4,husky-blackbuck,690c133a,14.47,30.0,95.5,88.83,66.67,75.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.67,42.86,-22.19,93.5,6.5
4,husky-blackbuck,90945a45,21.7,30.0,95.5,88.83,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,31.0,42.86,-11.86,97.0,3.0
4,husky-blackbuck,dcf14075,33.83,10.0,95.5,88.83,94.44,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,48.33,14.29,34.04,95.0,-5.0
12,incompetent-colobus,5178cbf5,22.18,22.5,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,91.67,95.83,70.83,7.0,18.8,19.07,-0.27,98.5,1.5
12,incompetent-colobus,690c133a,29.03,35.0,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,95.83,100.0,100.0,6.0,24.6,29.66,-5.06,99.5,0.5
12,incompetent-colobus,29f423c4,10.62,2.0,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,88.1,83.33,97.62,4.0,9.0,1.69,7.31,98.75,1.25
12,incompetent-colobus,164d773b,24.54,33.0,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,100.0,6.0,20.8,27.97,-7.17,96.0,4.0
12,incompetent-colobus,b7faca92,31.62,25.5,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,100.0,6.0,26.8,21.61,5.19,96.0,4.0
3,instinctive-nyala,4d87f1c5,25.8,45.0,76.17,84.78,83.33,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.0,34.88,-14.88,100.0,0.0
3,instinctive-nyala,dcf14075,43.54,16.0,76.17,84.78,100.0,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,33.75,12.4,21.35,81.67,-18.33
3,instinctive-nyala,85eb0e18,29.99,30.0,76.17,84.78,88.89,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,23.25,23.26,-0.01,94.33,-5.67
3,instinctive-nyala,396fad2d,29.67,38.0,76.17,84.78,83.33,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,23.0,29.46,-6.46,100.0,0.0
6,jolly-nighthawk,75dbe257,37.08,12.0,77.0,90.83,100.0,98.15,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,36.0,11.65,24.35,88.0,12.0
6,jolly-nighthawk,f7ba1065,20.09,25.0,77.0,90.83,33.33,72.22,72.22,MISSING DATA,MISSING DATA,MISSING DATA,,19.5,24.27,-4.77,95.33,4.67
6,jolly-nighthawk,89ffaeb3,22.92,30.0,77.0,90.83,72.22,77.78,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,22.25,29.13,-6.88,99.0,1.0
6,jolly-nighthawk,4d87f1c5,22.92,36.0,77.0,90.83,66.67,88.89,88.89,MISSING DATA,MISSING DATA,MISSING DATA,,22.25,34.95,-12.7,99.0,1.0
9,joyous-giraffe,f7ba1065,21.15,26.0,89.18,87.18,66.67,66.67,75.0,75.0,50.0,66.67,5.0,34.67,42.62,-7.95,93.5,6.5
9,joyous-giraffe,690c133a,23.59,30.0,89.18,87.18,66.67,83.33,83.33,83.33,83.33,58.33,6.0,38.67,49.18,-10.51,98.0,2.0
9,joyous-giraffe,dcf14075,16.27,5.0,89.18,87.18,92.59,79.63,87.04,81.48,83.33,98.15,1.0,26.67,8.2,18.47,97.5,-2.5
7,lively-urial,dcf14075,21.0,5.0,90.0,83.75,100.0,96.67,93.33,MISSING DATA,MISSING DATA,MISSING DATA,,70.0,16.67,53.33,80.0,20.0
7,lively-urial,89ffaeb3,9.0,25.0,90.0,83.75,0.0,0.0,0.0,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,83.33,-53.33,80.0,20.0
1,lumpy-guerza,396fad2d,25.5,40.0,93.25,89.25,75.0,66.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.33,44.44,-16.11,96.0,4.0
1,lumpy-guerza,dcf14075,38.7,10.0,93.25,89.25,97.62,95.24,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,43.0,11.11,31.89,65.5,34.5
1,lumpy-guerza,cbcff678,25.8,40.0,93.25,89.25,83.33,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.67,44.44,-15.77,87.5,12.5
6,lush-baboon,29f423c4,22.55,36.0,99.58,96.33,91.67,83.33,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,29.67,47.37,-17.7,92.0,8.0
6,lush-baboon,dcf14075,30.15,7.0,99.58,96.33,97.62,90.48,92.86,MISSING DATA,MISSING DATA,MISSING DATA,,39.67,9.21,30.46,99.5,0.5
6,lush-baboon,45664623,23.31,33.0,99.58,96.33,75.0,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,30.67,43.42,-12.75,94.5,-5.5
10,mature-seal,29f423c4,31.9,34.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,4.0,29.0,30.91,-1.91,92.0,8.0
10,mature-seal,90945a45,29.15,35.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,94.44,100.0,77.78,7.0,26.5,31.82,-5.32,98.0,-2.0
10,mature-seal,75dbe257,20.9,5.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,93.75,4.0,19.0,4.55,14.45,88.0,-12.0
10,mature-seal,4d87f1c5,28.05,36.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,7.0,25.5,32.73,-7.23,95.33,-4.67
2,measly-parakeet,90945a45,36.0,40.0,75.56,78.61,66.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,33.33,-3.33,100.0,0.0
2,measly-parakeet,adda47cf,20.0,40.0,75.56,78.61,58.33,41.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,16.67,33.33,-16.66,95.0,5.0
2,measly-parakeet,75dbe257,64.0,40.0,75.56,78.61,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,53.33,33.33,20.0,90.0,10.0
1,mellow-coatimundi,90945a45,30.34,40.0,96.75,93.75,83.33,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,21.67,28.57,-6.9,97.5,-2.5
1,mellow-coatimundi,936e3168,41.54,40.0,96.75,93.75,94.44,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,29.67,28.57,1.1,93.5,6.5
1,mellow-coatimundi,070b3063,57.86,40.0,96.75,93.75,83.33,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,41.33,28.57,12.76,MISSING DATA,MISSING DATA
1,mellow-coatimundi,4d87f1c5,10.26,20.0,96.75,93.75,41.67,58.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,7.33,14.29,-6.96,96.5,-3.5
6,miscreant-langur,45a99283,33.32,38.0,98.75,95.67,83.33,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,34.0,38.78,-4.78,92.0,8.0
6,miscreant-langur,690c133a,20.09,30.0,98.75,95.67,61.11,77.78,94.44,MISSING DATA,MISSING DATA,MISSING DATA,,20.5,30.61,-10.11,99.33,-0.67
6,miscreant-langur,adda47cf,15.19,22.0,98.75,95.67,50.0,72.22,66.67,MISSING DATA,MISSING DATA,MISSING DATA,,15.5,22.45,-6.95,98.0,2.0
6,miscreant-langur,75dbe257,29.4,8.0,98.75,95.67,100.0,98.15,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,8.16,21.84,100.0,0.0
12,motionless-springbuck,9ae522cc,33.04,28.0,99.09,98.64,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,59.0,50.0,9.0,98.0,-2.0
12,motionless-springbuck,eed94af6,22.96,28.0,99.09,98.64,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,9.0,41.0,50.0,-9.0,98.0,-2.0
9,mushy-whale,4d87f1c5,9.8,19.0,99.08,98.62,58.33,83.33,91.67,83.33,75.0,58.33,7.0,20.0,38.78,-18.78,92.5,7.5
9,mushy-whale,dcf14075,17.31,10.0,99.08,98.62,92.59,79.63,87.04,81.48,83.33,98.15,6.0,35.33,20.41,14.92,92.0,-8.0
9,mushy-whale,936e3168,21.89,20.0,99.08,98.62,83.33,91.67,100.0,100.0,100.0,83.33,6.0,44.67,40.82,3.85,99.5,0.5
11,noxious-flamingo,eed94af6,24.3,23.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,95.83,91.67,83.33,7.0,19.6,18.55,1.05,99.5,0.5
11,noxious-flamingo,5178cbf5,20.34,25.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,87.5,83.33,54.17,8.0,16.4,20.16,-3.76,92.0,-8.0
11,noxious-flamingo,e76412aa,23.56,26.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,91.67,87.5,91.67,7.0,19.0,20.97,-1.97,98.75,1.25
11,noxious-flamingo,af162939,21.82,25.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,95.83,95.83,87.5,7.0,17.6,20.16,-2.56,99.25,-0.75
11,noxious-flamingo,29f423c4,33.98,25.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,100.0,4.0,27.4,20.16,7.24,94.25,5.75
7,omniscient-tern,85eb0e18,25.56,31.0,95.0,91.88,91.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,36.0,43.66,-7.66,94.0,-6.0
7,omniscient-tern,dcf14075,22.24,10.0,95.0,91.88,100.0,96.67,93.33,MISSING DATA,MISSING DATA,MISSING DATA,,31.33,14.08,17.25,83.0,-17.0
7,omniscient-tern,9ae522cc,23.2,30.0,95.0,91.88,83.33,100.0,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,32.67,42.25,-9.58,97.5,-2.5
4,overt-hen,cbcff678,12.6,27.0,95.0,86.0,66.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.0,42.86,-22.86,97.0,3.0
4,overt-hen,45664623,13.65,29.0,95.0,86.0,58.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,21.67,46.03,-24.36,78.0,-22.0
4,overt-hen,dcf14075,36.75,7.0,95.0,86.0,94.44,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,58.33,11.11,47.22,72.5,-27.5
5,puzzling-salmon,45664623,24.72,30.0,100.0,95.0,55.56,83.33,94.44,MISSING DATA,MISSING DATA,MISSING DATA,,24.0,29.13,-5.13,100.0,0.0
5,puzzling-salmon,9ae522cc,26.27,31.0,100.0,95.0,72.22,100.0,88.89,MISSING DATA,MISSING DATA,MISSING DATA,,25.5,30.1,-4.6,99.33,-0.67
5,puzzling-salmon,690c133a,17.51,30.0,100.0,95.0,50.0,83.33,77.78,MISSING DATA,MISSING DATA,MISSING DATA,,17.0,29.13,-12.13,97.33,2.67
5,puzzling-salmon,75dbe257,34.51,12.0,100.0,95.0,97.92,91.67,95.83,MISSING DATA,MISSING DATA,MISSING DATA,,33.5,11.65,21.85,78.0,22.0
11,questionable-liger,45550069,24.0,25.0,97.73,91.36,MISSING DATA,MISSING DATA,MISSING DATA,91.67,83.33,91.67,7.0,32.0,33.33,-1.33,97.0,-3.0
11,questionable-liger,9b34a8d3,30.0,30.0,97.73,91.36,MISSING DATA,MISSING DATA,MISSING DATA,100.0,91.67,100.0,6.0,40.0,40.0,0.0,97.0,3.0
11,questionable-liger,90945a45,21.0,20.0,97.73,91.36,MISSING DATA,MISSING DATA,MISSING DATA,100.0,91.67,91.67,4.0,28.0,26.67,1.33,95.5,-4.5
3,quick-curlew,070b3063,57.54,28.0,87.26,90.58,93.33,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,55.33,26.92,28.41,84.0,16.0
3,quick-curlew,89ffaeb3,12.14,41.0,87.26,90.58,66.67,75.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,11.67,39.42,-27.75,95.0,5.0
3,quick-curlew,b6aa9c94,34.32,35.0,87.26,90.58,75.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,33.0,33.65,-0.65,89.5,10.5
9,quirky-crake,b6aa9c94,12.16,25.0,99.29,96.07,91.67,91.67,100.0,100.0,100.0,91.67,7.82,21.33,43.86,-22.53,90.5,-9.5
9,quirky-crake,396fad2d,12.54,25.0,99.29,96.07,91.67,100.0,100.0,100.0,100.0,91.67,8.0,22.0,43.86,-21.86,98.5,-1.5
9,quirky-crake,75dbe257,32.3,7.0,99.29,96.07,97.22,91.67,91.67,94.44,94.44,97.22,4.0,56.67,12.28,44.39,75.0,-25.0
1,ragged-peacock,75dbe257,32.59,14.0,92.35,91.53,97.22,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,34.67,14.89,19.78,99.0,-1.0
1,ragged-peacock,4a6f36f6,36.35,40.0,92.35,91.53,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,38.67,42.55,-3.88,96.5,3.5
1,ragged-peacock,f7ba1065,25.07,40.0,92.35,91.53,75.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,26.67,42.55,-15.88,91.5,-8.5
10,rare-cottonmouth,9ae522cc,33.07,38.0,98.75,94.38,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,40.33,46.34,-6.01,99.5,-0.5
10,rare-cottonmouth,396fad2d,33.35,40.0,98.75,94.38,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,40.67,48.78,-8.11,98.0,2.0
10,rare-cottonmouth,dcf14075,15.58,4.0,98.75,94.38,MISSING DATA,MISSING DATA,MISSING DATA,94.44,94.44,100.0,4.0,19.0,4.88,14.12,98.5,1.5
11,real-phascogale,198449da,24.44,37.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,83.33,88.89,61.11,9.0,21.25,32.17,-10.92,89.0,-11.0
11,real-phascogale,5c217ba1,30.48,25.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,100.0,6.0,26.5,21.74,4.76,99.33,-0.67
11,real-phascogale,690c133a,23.58,28.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,83.33,77.78,66.67,7.0,20.5,24.35,-3.85,94.0,6.0
11,real-phascogale,396fad2d,36.51,25.0,99.55,96.55,MISSING DATA,MISSING DATA,MISSING DATA,100.0,88.89,94.44,6.0,31.75,21.74,10.01,98.33,1.67
8,red-grison,4d87f1c5,25.76,40.0,100.0,95.0,66.67,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,7.0,30.67,47.62,-16.95,97.5,-2.5
8,red-grison,75dbe257,30.8,7.0,100.0,95.0,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,36.67,8.33,28.34,97.5,-2.5
8,red-grison,936e3168,27.44,37.0,100.0,95.0,83.33,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,7.0,32.67,44.05,-11.38,95.0,5.0
5,resolute-kongoni,b6aa9c94,25.65,38.0,97.8,95.6,58.33,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,32.67,48.41,-15.74,96.5,3.5
5,resolute-kongoni,75dbe257,34.01,12.0,97.8,95.6,97.92,91.67,95.83,MISSING DATA,MISSING DATA,MISSING DATA,,43.33,15.29,28.04,90.0,10.0
5,resolute-kongoni,85eb0e18,18.84,28.5,97.8,95.6,50.0,91.67,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,24.0,36.31,-12.31,98.5,1.5
10,satisfying-sloth,85eb0e18,26.52,29.0,84.85,90.23,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,8.0,39.0,42.65,-3.65,98.5,1.5
10,satisfying-sloth,936e3168,27.42,34.0,84.85,90.23,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,6.0,40.33,50.0,-9.67,99.0,1.0
10,satisfying-sloth,75dbe257,14.06,5.0,84.85,90.23,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,93.75,4.0,20.67,7.35,13.32,99.0,-1.0
9,sharp-hawk-eagle,45a99283,14.0,25.0,100.0,99.09,75.0,91.67,100.0,91.67,91.67,91.67,9.0,25.0,44.64,-19.64,100.0,0.0
9,sharp-hawk-eagle,29f423c4,14.0,25.0,100.0,99.09,83.33,91.67,100.0,91.67,91.67,91.67,7.0,25.0,44.64,-19.64,100.0,0.0
9,sharp-hawk-eagle,75dbe257,28.0,6.0,100.0,99.09,97.22,91.67,91.67,94.44,94.44,97.22,4.0,50.0,10.71,39.29,100.0,0.0
7,shrill-corella,b6aa9c94,22.95,30.0,84.0,91.0,83.33,83.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,45.0,58.82,-13.82,100.0,0.0
7,shrill-corella,75dbe257,22.95,11.0,84.0,91.0,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,45.0,21.57,23.43,90.0,-10.0
7,shrill-corella,45a99283,5.1,10.0,84.0,91.0,58.33,66.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,10.0,19.61,-9.61,MISSING DATA,MISSING DATA
11,silly-tortoise,085c56bc,18.72,15.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,75.0,70.83,6.0,18.0,14.42,3.58,100.0,0.0
11,silly-tortoise,d69e4081,23.92,28.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,83.33,79.17,100.0,2.0,23.0,26.92,-3.92,91.25,8.75
11,silly-tortoise,717e2737,16.85,22.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,87.5,79.17,54.17,7.0,16.2,21.15,-4.95,95.25,4.75
11,silly-tortoise,8e44efb9,19.14,22.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,91.67,79.17,79.17,8.0,18.4,21.15,-2.75,98.0,2.0
11,silly-tortoise,85eb0e18,25.38,17.0,100.0,98.29,MISSING DATA,MISSING DATA,MISSING DATA,83.33,75.0,83.33,6.0,24.4,16.35,8.05,83.0,17.0
11,skinny-gerbil,45664623,23.75,12.0,99.55,95.82,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,87.5,6.0,41.67,21.05,20.62,96.5,3.5
11,skinny-gerbil,936e3168,23.56,10.0,99.55,95.82,MISSING DATA,MISSING DATA,MISSING DATA,95.83,95.83,91.67,5.0,41.33,17.54,23.79,91.5,8.5
11,skinny-gerbil,eaf4b011,9.69,35.0,99.55,95.82,MISSING DATA,MISSING DATA,MISSING DATA,25.0,33.33,16.67,6.0,17.0,61.4,-44.4,74.5,25.5
8,smug-quoll,75dbe257,35.38,7.0,98.75,98.75,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,40.67,8.05,32.62,98.0,2.0
8,smug-quoll,45a99283,24.65,40.0,98.75,98.75,91.67,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,7.0,28.33,45.98,-17.65,97.5,2.5
8,smug-quoll,690c133a,26.97,40.0,98.75,98.75,75.0,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,8.0,31.0,45.98,-14.98,98.5,-1.5
11,standing-alpaca,45664623,21.33,14.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,87.5,5.0,26.33,17.28,9.05,96.5,-3.5
11,standing-alpaca,110df682,24.57,40.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,58.33,6.0,30.33,49.38,-19.05,92.0,-8.0
11,standing-alpaca,f2d70fa5,35.1,26.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,100.0,3.0,43.33,32.1,11.23,97.5,2.5
11,standing-alpaca,197db2df,0.0,1.0,98.12,96.59,MISSING DATA,MISSING DATA,MISSING DATA,50.0,50.0,50.0,,0.0,1.23,-1.23,MISSING DATA,MISSING DATA
4,steady-bison,b6aa9c94,14.49,30.0,69.13,75.5,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,17.67,36.59,-18.92,90.0,-10.0
4,steady-bison,070b3063,55.76,17.0,69.13,75.5,100.0,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,68.0,20.73,47.27,92.5,7.5
4,steady-bison,adda47cf,11.75,35.0,69.13,75.5,16.67,58.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,14.33,42.68,-28.35,84.0,16.0
11,subdued-hawk-eagle,53bcb2df,21.82,25.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,83.33,87.5,70.83,8.0,17.6,20.16,-2.56,98.25,1.75
11,subdued-hawk-eagle,eb678107,21.58,24.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,83.33,87.5,75.0,7.0,17.4,19.35,-1.95,98.0,2.0
11,subdued-hawk-eagle,9ae522cc,29.51,24.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,23.8,19.35,4.45,98.5,1.5
11,subdued-hawk-eagle,4d87f1c5,27.53,28.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,95.83,6.0,22.2,22.58,-0.38,96.5,3.5
11,subdued-hawk-eagle,713b4462,23.56,23.0,96.86,97.33,MISSING DATA,MISSING DATA,MISSING DATA,95.83,95.83,91.67,8.0,19.0,18.55,0.45,100.0,0.0
7,tangy-paca,75dbe257,32.9,9.0,100.0,93.75,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,32.25,8.82,23.43,89.0,-11.0
7,tangy-paca,396fad2d,27.8,33.0,100.0,93.75,83.33,83.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,27.25,32.35,-5.1,91.67,-8.33
7,tangy-paca,690c133a,18.87,30.0,100.0,93.75,61.11,83.33,88.89,MISSING DATA,MISSING DATA,MISSING DATA,,18.5,29.41,-10.91,98.0,2.0
7,tangy-paca,cbcff678,22.44,30.0,100.0,93.75,94.44,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,22.0,29.41,-7.41,97.33,-2.67
3,terrific-crake,29f423c4,41.31,42.0,99.47,96.68,100.0,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,27.45,-0.45,97.33,-2.67
3,terrific-crake,070b3063,31.75,30.0,99.47,96.68,93.33,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.75,19.61,1.14,99.67,0.33
3,terrific-crake,45a99283,41.31,45.0,99.47,96.68,94.44,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,29.41,-2.41,96.0,4.0
3,terrific-crake,4a6f36f6,38.63,36.0,99.47,96.68,88.89,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,25.25,23.53,1.72,99.0,1.0
3,tested-serval,dcf14075,45.85,16.0,80.78,82.78,100.0,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,35.0,12.21,22.79,92.5,7.5
3,tested-serval,90945a45,26.2,40.0,80.78,82.78,83.33,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.0,30.53,-10.53,100.0,0.0
3,tested-serval,9ae522cc,28.82,35.0,80.78,82.78,75.0,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,22.0,26.72,-4.72,98.5,-1.5
3,tested-serval,45664623,30.13,40.0,80.78,82.78,83.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,23.0,30.53,-7.53,MISSING DATA,MISSING DATA
7,thin-hyena,dcf14075,36.4,15.0,91.67,80.83,100.0,96.67,93.33,MISSING DATA,MISSING DATA,MISSING DATA,,42.33,17.44,24.89,88.5,11.5
7,thin-hyena,4d87f1c5,22.64,36.0,91.67,80.83,66.67,83.33,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,26.33,41.86,-15.53,91.5,8.5
7,thin-hyena,45664623,26.94,35.0,91.67,80.83,83.33,75.0,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,31.33,40.7,-9.37,97.5,2.5
2,unusual-woodpecker,89ffaeb3,12.33,40.0,30.31,45.0,66.67,33.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,12.33,40.0,-27.67,81.5,-18.5
2,unusual-woodpecker,4d87f1c5,31.0,40.0,30.31,45.0,83.33,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,31.0,40.0,-9.0,98.5,1.5
2,unusual-woodpecker,070b3063,56.67,20.0,30.31,45.0,41.67,37.5,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,56.67,20.0,36.67,75.0,-25.0
12,unwieldy-pronghorn,396fad2d,35.85,28.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,94.44,88.89,94.44,5.0,26.75,20.9,5.85,99.67,0.33
12,unwieldy-pronghorn,d69e4081,29.48,35.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,94.44,88.89,94.44,8.0,22.0,26.12,-4.12,94.67,-5.33
12,unwieldy-pronghorn,713b4462,30.82,37.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,100.0,94.44,94.44,7.0,23.0,27.61,-4.61,98.67,-1.33
12,unwieldy-pronghorn,5c217ba1,37.85,34.0,98.92,94.85,MISSING DATA,MISSING DATA,MISSING DATA,94.44,100.0,100.0,6.0,28.25,25.37,2.88,95.67,-4.33
7,utter-ant,75dbe257,27.69,11.0,93.0,97.71,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,39.0,15.49,23.51,91.0,-9.0
7,utter-ant,936e3168,19.17,30.0,93.0,97.71,83.33,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,27.0,42.25,-15.25,100.0,0.0
7,utter-ant,29f423c4,24.14,30.0,93.0,97.71,91.67,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,34.0,42.25,-8.25,98.5,1.5
7,vacuous-sifaka,75dbe257,22.44,9.0,97.5,91.67,93.33,91.67,90.0,MISSING DATA,MISSING DATA,MISSING DATA,,30.33,12.16,18.17,90.0,10.0
7,vacuous-sifaka,adda47cf,24.42,35.0,97.5,91.67,58.33,91.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,33.0,47.3,-14.3,82.0,18.0
7,vacuous-sifaka,4a6f36f6,27.14,30.0,97.5,91.67,83.33,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,36.67,40.54,-3.87,97.5,-2.5
8,venomous-hawk,85eb0e18,27.5,34.0,99.44,94.44,83.33,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,7.0,37.67,46.58,-8.91,90.5,9.5
8,venomous-hawk,adda47cf,24.82,34.0,99.44,94.44,83.33,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,7.0,34.0,46.58,-12.58,100.0,0.0
8,venomous-hawk,dcf14075,20.68,5.0,99.44,94.44,96.67,93.33,90.0,MISSING DATA,MISSING DATA,MISSING DATA,3.0,28.33,6.85,21.48,93.0,7.0
8,violet-phascogale,75dbe257,25.33,9.0,98.0,85.5,100.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,4.0,35.67,12.68,22.99,99.5,0.5
